Content,File Name,True Value,Predicted Value,Folder,Source,Date,Perf,direction,point
"Küresel risk iştahını şekillendiren haber akışı takip ediliyor. Global tarafta ABD  bankacılık sektörü kaynaklı olarak risk iştahının düşmesi sonrasında söz konusu sektör odaklı haber  akışı izlenmeye devam ediliyor. Sıkı para poltikası beklentilerini zayıflatan son gelişmelerin ardından  yeni günde ABD'de açıklanacak TÜFE verisi takip edilecek bir diğer başlık konumunda. Haftanın ilk  işlem gününde bankacılık sektörü BİST'te de olumsuz ayrışan sektör oldu. Gerek global benzerlerinde  etkili olan olumsuz haber akışı, gerekse de yurt içinde bankacılık sektörüne yönelik haber akışı ve  teknik anlamda kısa vadede aşırı alım bölgeye yaklaştığına yönelik yorumumuz paralelinde sektör  hisselerinde kar satışları görmekteyiz. BİST-100 endeksi adına günlük bazda 5250-5410 aralığında  dalgalanma beklerken, haftaya başlarken yaptığımız yorumumuzu koruyoruz: ""Olası oynaklık  artışının 5100-5000 bölgesinde dengelenebileceğini düşünmekle birlikte, 5300-5250 destek  bölgesinin kırılmadığı görünümde yeniden haftalık güçlü direnç bölge 5510 bölgesine yönelimi  destekleyebileceğini düşünüyoruz.""",garanti_14.03.2023_49.txt,0,0,neg,garanti,2023-03-14,-2.33,1,2.33
"5500 direncinin oluşturduğu baskı sürüyor... Kısa vadeli yükseliş trendi içerisindeki harekette kritik direnç noktası olarak izlediğimiz 5,500 seviyesinin oluşturduğu aşağı baskının, haftanın ilk işlem gününde etkisini sürdürdüğünü gözlemliyoruz. Pazartesi gününü -% 1.14 oranında değer kaybıyla 5,323 puandan tamamlayan piyasada, kısa vadeli teknik yapı içerisinde yakından izlediğimiz 5,500 seviyesinin baskı oluşturmaya devam edeceğini düşüyoruz. Piyasada yukarı atakların yeniden güç kazanması için 5,500 ara direncinin aşılması gerekiyor. Bu durumda endekste sırasıyla 5,568 ve 5,704 seviyelerini hedefleyecek alım eğiliminin devam edebileceğini düşünüyoruz. Aşağı baskı kapsamında ise 5,350 ara desteği altındaki seyri zayıflama sinyali olarak değerlendiriyoruz. Bu kapsamda piyasadaki zayıf seyrin ilk etapta 5,250 olmak üzere, 5,150 ve 5,000 ana desteğine yönelik baskıyı sürdürebileceğini göz önünde bulunduruyoruz. ",yapikredi_14.03.2023_32.txt,0,0,neg,yapikredi,2023-03-14,-2.33,1,2.33
"Yurt dışı piyasalar bir haftalık satış baskısının ardından dün alıcılı seyretti. Buna karşılık BIST-100ün olumsuz yönde ayrıştığını ve günü %2yi aşan kayıpla kapattığını gördük. Dünkü satışlarda öne çıkanlar bilanço döneminin kapanmasıyla kâr amaçlı satış gören perakende, kimya ve GYO hisseleri olurken, bankaların dün genelde olumlu ayrışması dikkat çekti. Haber akışı açısından bugün konut satışları ve bütçe gerçekleşmeleri öne çıkıyor. BISTin bugün yatay açılış yapacağını tahmin ediyoruz.",akbank_15.03.2023_48.txt,0,0,neg,akbank,2023-03-15,-1.97,1,1.97
"Risk iştahında sınırlı toparlanma. ABD bankacılık sektörüne yönelik belirsizliklerin  kısmen azalması ve enflasyon verisinin olumsuz sürpriz yapmadığı görünümde tepki alımları  görmekteyiz. Haftaya bankacılık sektörünün olumsuz ayrıştığı eğilimle başlayan Borsa İstanbul'da  günün ikinci yarısında satış baskısı arttı. Haftaya başlarken BİST-100 endeksinde olası oynaklık  artışının 5100-5000 bölgesinde dengelenebileceğini düşündüğümüzü belirtmiştik. Söz konusu  destek bölgeye yaklaşılırken yükseliş denemeleri görebiliriz. 5300-5320 bölgesi aşılmadıkça, olası  yükselişler tepki olarak sınırlı kalabilir. Yurt içi gündemde bütçe dengesi ve yaklaşık 980 milyonTL  halka arz büyüklüğüne sahip Eksun Gıda'nın bugün başlayacak halka arz süreci öne çıkmakta.",garanti_15.03.2023_48.txt,0,0,neg,garanti,2023-03-15,-1.97,1,1.97
Geçen hafta 5.350  5.500 bölgesinde konsolide olan BIST-100 Endeksinde bu hafta satıcılı bir fiyatlama takip ediliyor. Pazartesi gününü 5.350 seviyesi altında bir kapanışla tamamlayan endekste dün de satıcılı seyrin etkisini sürdürdüğü görüldü. Kısa vadeli teknik görünümün zayıflama kaydettiği endekste 50 günlük basit hareketli ortalama (5.200) altında satıcılı seyrin devam edebileceğini değerlendiriyoruz. Ortalama altındaki fiyatlamalarda 5.136  5.078  5.000 ve 4.950 seviyeleri destek olarak takip edilebilir. 50 günlük ortalama üzerinde tutunma korunabilirse yaşanabilecek tepki alımlarında 5.240  5.280 aralığı ve 5.300 seviyesi kısa vadeli ilk direnç noktalarıdır. Bu seviyeler üzerinde 5.350 - 5.400 ve 5.440 seviyeleri direnç olarak izlenebilir.,gedik_15.03.2023_49.txt,0,0,neg,gedik,2023-03-15,-1.97,1,1.97
"Aşağı baskı devam ediyor... Endeksin kısa vadeli teknik yapısı içerisinde önemli bir teknik seviye olarak izlediğimiz 5,500 direncinin oluşturduğu aşağı baskı devam ediyor. Bu kapsamda dün seans içerisinde ilk önemli destek olarak aldığımız 5,250 seviyesi altına gerileyen piyasa, günü -%2.18 oranında değer kaybıyla tamamladı. Piyasada kısa vadeli teknik yapı içerisinde yakından izlediğimiz 5,500 seviyesinin baskı oluşturmaya devam edeceğini düşüyoruz. Piyasada yukarı atakların yeniden güç kazanması için 5,500 ara direncinin aşılması gerekiyor. Bu durumda endekste sırasıyla 5,568 ve 5,704 seviyelerini hedefleyecek alım eğiliminin devam edebileceğini düşünüyoruz. Aşağı baskı kapsamında ise ilk önemli destek noktası olarak 5,150 seviyesini almaya devam ediyoruz. İlk etapta 5,150 desteğini korumaya çalışacak piyasada, bu nokta altında ise 5,000 ana desteğine yönelik baskının sürdürebileceğini göz önünde bulunduruyoruz. ",yapikredi_15.03.2023_31.txt,0,0,neg,yapikredi,2023-03-15,-1.97,1,1.97
Belirsizliği azaltma çabaları. ABD bankacılık sektörü kaynaklı belirsizliklerin Avrupa'ya  yansıması risk iştahının baskı altında kalmasına neden oldu. Dün akşam saatlerinde İsviçre Merkez  Bankası'nın Credit Suisse'e likidite desteği sağlayacağını açıklaması belirsizlikleri kısmen azaltan  gelişme oldu. Bankacılık sektörü kaynaklı haber akışı ile birlikte ECB toplantısı takip edilecek başlık  konumunda. Küresel risk iştahındaki eğilimle birlikte satış baskısının arttığı BİST-100 endeksinde  5000-5100 aralığında dengelenme beklediğimizi hatırlatalım. Küresel tarafta olumsuz haber akışının  devamı halinde ise kısa vadeli görünümde teknik aşırılaşma adresi 4850 seviyesi olabilir. Dengelenme  öngördüğümüz 5100-5000 aralığında gündeme gelmesini beklediğimiz yükselişler açısından ise  direnç bölgeleri 5190-5220 ve 5280-5310 aralıkları olarak öngörmekteyiz.,garanti_16.03.2023_47.txt,0,0,neg,garanti,2023-03-16,1.44,-1,-1.44
Bankacılık sektörüne yönelik endişelerle küresel risk iştahının zayıflama kaydettiği haftada BIST-100 Endeksinde de satıcılı bir seyir etkili oluyor. Dün gün içerisinde sert satışların yaşandığı ve volatilitenin artış kaydettiği endekste önemli bir seviye olarak izlediğimiz 50 günlük basit hareketli ortalama (5.196) altında bir kapanış gerçekleşti. Endekste tepki alımlarında 50 günlük ortalama ilk önemli direnç noktasıdır. Bu ortalama aşılabilirse 5.250  5.300 ve 5.350 seviyeleri direnç olarak takip edilebilir. 50 günlük ortalama altında fiyatlamanın devam etmesi halinde satıcılı seyrin etkisini sürdürebileceği endekste 5.065  5.000  4.950 ve 4.870 seviyeleri destek konumunda bulunmaktadır. 5.000 puan altı kapanışlar teknik görünümdeki zayıflamanın derinleşmesine neden olacaktır.,gedik_16.03.2023_48.txt,0,0,neg,gedik,2023-03-16,1.44,-1,-1.44
"Aşağı hareket sürüyor... Kısa vadeli teknik yapısı içerisinde önemli bir teknik seviye olarak izlediğimiz 5,500 direncinin oluşturduğu aşağı baskı devam ediyor. Bu kapsamda dün seans içerisinde ilk önemli destek olarak aldığımız 5,150 seviyesi altına gerileyen piyasa, günü -%1.65 oranında değer kaybıyla 5,121 puandan tamamladı. 5,500 direncinin oluşturduğu aşağı baskı kapsamında, 5,000 seviyesini piyasada kısa vadeli ana destek noktası olarak izlemeyi sürdürüyoruz. Endeksin 5,000 üzerinde tutunmayı başaracak hareketlerinin ardından ara tepki yükselişlerinin gündeme gelebileceğini düşünüyoruz. Bu durumda ise ilk önemli direnç noktası olarak 5,250 seviyesini takip ediyoruz. Piyasada aşağı baskı içerisinde tepki yükselişlerinin güç kazanabilmesi için 5,250 ara direncinin aşılması gerekiyor. Bu durumda endekste kısa vadeli ana direnç noktası olarak izlediğimiz 5,500 seviyesini hedefleyecek yukarı ataklar gündeme gelebilir. Dolayısıyla piyasada genel itibariyle şu aşamadaki hareket aralığının 5,000/5,500 bandında kalmaya devam etmesini bekliyoruz. ",yapikredi_16.03.2023_30.txt,0,0,neg,yapikredi,2023-03-16,1.44,-1,-1.44
"Geçtiğimiz hafta 5.500 seviyesini geçemeyen BIST-100 endeksinde gerileme dün dördüncü gününe girdi. Endeksin gerilemesinde en büyük etki telekom, havacılık, demir/çelik ve holding hisselerinden gelirken, banka hisseleri düşüşe direnç gösterdi. Yurt dışı tarafta ise ABD banka hisselerinin gördüğü satış baskısının ardından benzer bir fiyatlama Avrupa tarafında da görüldü. Avrupa borsa endekslerinde dün sert satışlar görüldü. Piyasada son dönemde yurt dışının etkisinin bir miktar arttığını düşünüyoruz. Bugün BISTde dünkü seviyelerden bir miktar toparlanma çabası görebileceğimizi değerlendiriyoruz.",akbank_16.03.2023_47.txt,0,0,neg,akbank,2023-03-16,1.44,-1,-1.44
Borsa İstanbul düşüşle kapandı,haberler_17.3.2023.txt,0,0,neg,haberler,2023-03-17,-2.68,1,2.68
Küresel çapta bankacılık sektörüne ilişkin endişeler ve zayıflayan risk iştahının etkisiyle bu hafta satıcılı bir fiyatlamanın etkili olduğu BIST-100 Endeksinde dün yurt dışı piyasalarla uyumlu olarak toparlanma çabası öne çıktı Kapanışa doğru gelen alımlarla endeks günü %2 civarında bir primle ve 50 günlük basit hareketli ortalaması (5.191) üzerinde tamamladı. 50 günlük ortalama üzerinde tutunmanın korunması toparlanma eğiliminin devamlılığı açısından önem taşımaktadır. Endekste 5.250  5.300 ve 5.350 seviyeleri direnç konumunda bulunmaktadır. Yeniden satışların gözlenmesi halinde ise 50 günlük ortalama (5.191) altında 5.078  5.000  4.950 ve 4.870 seviyeleri destek olarak takip edilebilir. 5.000 puan altı kapanışlar teknik görünümdeki zayıflamanın derinleşmesine neden olacaktır.,gedik_17.03.2023_47.txt,1,1,pos,gedik,2023-03-17,-2.68,-1,-2.68
"Risk iştahında toparlanma. Dün itibariyle ABD ve Avrupa'da bankacılık sektöründe  belirsizliğe neden olan konularda gerekli desteğin verileceği açıklamaları yapıldı. Son gelişmeler risk  iştahını destekledi. Borsa İstanbul'un da bu olumlu gelişmelerden destek bulduğunu görmekteyiz.  BİST-100 endeksinde 4900-5000 destek ve 5450-5550 direnç bandı arasındaki dalgalanma devam  ediyor. Kısa vadede dengelenme beklediğimiz 5000-5100 aralığı üzerinde gelen tepki alımları adına  ilk aşamada direnç bölgeyi 5280-5310 aralığı olarak öngörmekteyiz. Söz konusu bölgenin aşılması  halinde 5400 ve 5500 yeniden gündeme gelebilir. Günün ajandasında Euro Bölgesi'nde açıklanacak  TÜFE verisi, yurt içinde ise FTSE endeks değişiklikleri ve Fitch Türkiye kredi notu gözden geçirmesi  takip edilecek.",garanti_17.03.2023_46.txt,0,1,neg,garanti,2023-03-17,-2.68,1,2.68
"Dün BIST-100 dört günlük geri çekilmenin ardından günü %2nin üzerinde artışla tamamladı. Genele yayınlan dünkü toparlanmada gıda, perakende ve dayanıklı tüketim şirketlerinin bir miktar daha öne çıktığını gördük. Dün yurt dışı tarafta da bankalara ilişkin sorunların giderileceği beklentisi ile hisse senedi tarafı alıcılıydı. BISTde bugün de ılımlı yükselişin devamını bekliyoruz.",akbank_17.03.2023_46.txt,1,1,pos,akbank,2023-03-17,-2.68,-1,-2.68
"Yukarı atakların güç kazanması için 5,250 ara direncinin aşılması gerekiyor... Kısa vadeli teknik yapı içerisinde kritik nokta olarak izlediğimiz 5,500 direncinin oluşturduğu aşağı baskının, 5,000 hedef desteğine geri çekilmelerinde tepki yükselişi gerçekleştirdiğini gözlemliyoruz. Perşembe gününü % 2.11 oranında değer artışıyla 5,229 puandan tamamlayan BIST 100 Endeksi'nde, haftanın son işlem gününde 5,250 seviyesini ilk önemli direnç noktası olarak izliyoruz. 5,000 ana desteğine geri çekilmelerin oluşturduğu yukarı atakların güç kazanabilmesi için 5,250 ara direncinin aşılması gerekiyor. Bu durumda ilk etapta 5,350 olmak üzere 5,500 ana direnç noktasını hedefleyecek yükseliş eğilimi oluşabileceğini düşünüyoruz. Seans içi geri çekilmelerde ise 5,000 seviyesini ana destek noktası olarak izlemeyi sürdürüyoruz. Piyasada genel itibariyle şu aşamadaki kısa vadeli hareket aralığının ise 5,000/5,500 bandında kalmaya devam etmesini bekliyoruz. ",yapikredi_17.03.2023_29.txt,1,1,pos,yapikredi,2023-03-17,-2.68,-1,-2.68
"BIST-100 Cuma gününü %1,8lik düşüşle tamamladı. Böylece endeks haftayı %4.6lık düşüşle tamamlamış oldu. Cuma günkü satışta gıda ve gıda perakendesi gibi daha defansif sektörler pozitif ayrışırken, havacılık sektörü ve büyük sanayi şirketleri geride kaldı. Global piyasalarda satışlar büyük ölçüde banka kaynaklı olmasına karşın BIST-100de banka kaynaklı bir negatif ayrışma görmedik. Piyasalarda zayıflığın kaynağı olan Credit Suissein UBS tarafından hafta sonu devralınmasına karşın Asya piyasaları, özellikle banka hisseleri kaynaklı satıcılı seyrediyor. Satın alma fiyatının düşük olması ve anlaşma şartları sektör için ilk aşamada negatif algılanmış gibi görünüyor. Yurt dışı tarafta banka hisselerinde zayıflığın devam etmesi neticesinde BISTde bugün yatay açılış bekliyoruz. Global taraftaki yönün borsanın seyrini tayin edeceğini düşünüyoruz.",akbank_20.03.2023_45.txt,0,0,neg,akbank,2023-03-20,-2.81,1,2.81
Haftalık kapanışını bir süredir önemli bir destek olarak takip ettiğimiz 50 günlük basit hareketli ortalaması (5.184) altında gerçekleştiren BIST-100 Endeksinde teknik görünümde zayıflama kaydediliyor. Endekste olası tepki alımlarında 50 günlük ortalama ile 5.200 seviyeleri izlenecek ilk direnç noktalarıdır. 5.200 üzerindeki tutunmalarda 5.291  5.350 seviyeleri direnç olarak takip edilebilir. Ancak endekste 50 günlük ortalama altındaki seyrin ve küresel çaptaki zayıflığın devam etmesi durumunda yaşanabilecek satışlarda 5.078 ve 5.000 seviyeleri destek konumunda bulunmaktadır. 5.000 puan altında satışların hız kazandığı görülebilir. Bu durumda 4.870  4.750 ve 4.690 fibo seviyesi gündeme gelebilir. Endekste zayıflayan görünüm nedeniyle kısa vadede temkinli hareket edilmesi faydalı olacaktır.,gedik_20.03.2023_46.txt,0,0,neg,gedik,2023-03-20,-2.81,1,2.81
"Sektörel anlaşma haberlerine karşın global bankacılık sektörü odak noktası  olmaya devam ediyor. Global tarafta Şubat ayında enflayon kaygıları baskı yaratırken, Mart ayında  bankacılık sektörüne ilişkin belirsizlikler öne çıkmış durumda. Her ne kadar UBS-Credit Suisse  arasında anlaşma haberleri görsek de, belirsizlik tam anlamıyla sona ermiş görünmüyor. Söz konusu  gelişmelerin 22 Mart tarihli Fed toplantısı kararlarına ne ölçüde etki yaratacağı haftalık bazda  izlenecek bir diğer başlık. Cuma günü FTSE endeks değişiklikleri nedeniyle zayıf kapanışın  gerçekleştiği BİST-100 endeksinde zayıf kapanış gerçekleşen hisselerde tepki alımları görülebilir.  Endekste devam eden yatay işlem bandı içinde olası tepki alımlarının devamı noktasında ise direnç  bölgeyi 5260-5300 bölgesi olarak izlemekteyiz. Aksi halde küresel tarafta son dönemde etkili olan  belirsizliğin azalarak da olsa devam ettiği görünümde destek arayışları (5000-4880) sürebilir.",garanti_20.03.2023_45.txt,0,0,neg,garanti,2023-03-20,-2.81,1,2.81
"Hafta içerisindeki geri çekilmelerde 5,000 seviyesini ana destek noktası olarak izlemeyi sürdürüyoruz... Endekste kısa vadeli teknik yapı içerisinde kritik direnç noktası olarak izlediğimiz 5,500 seviyesinin geçtiğimiz hafta aşağı baskı oluşturduğunu gözlemliyoruz. Haftalık periyotta -%4.61 oranında değer kaybının gerçekleştiği BIST 100 Endeksi'nde, seans içi yukarı ataların şu aşamada zayıf kalması dikkat çekiyor. Hareket aralığı olarak 5,000/5,500 bandını almayı sürdürdüğümüz piyasada, henüz kısa vadeli taban oluşumuna yönelik bir sinyal bulunmuyor. Seans içi geri çekilmelerin 5,000 ana desteğine yönelik seyrin piyasada tepki atakları oluşturmayı sürdüreceğinidüşünüyoruz. 5,000 altındaki olası hareketlerin satış bakısını derinleştirebileceği riskini göz önünde bulundurduğumuz piyasada, yukarı ataklarda ilk önemli direnç noktası olarak ise 5,300 seviyesini alıyoruz. Endekste yukarı atakların yeniden güç kazanabilmesi için bu ara direnç noktasının aşılması gerekiyor. ",yapikredi_20.03.2023_28.txt,0,0,neg,yapikredi,2023-03-20,-2.81,1,2.81
Dün piyasalarda yurt dışı tarafın etkileri ile bilanço sonrası kâr satışları belirgindi. BIST-100 Cuma gününün ardından yine günü düşüşle ve günün en düşük seviyesinden kapattı. Dün yurt dışı piyasalar ise ABD ve İsviçre merkezli olarak ortaya çıkan bankacılık sektörü sorunlarının atılan adımlarla daha fazla genişlemeden çözüleceği beklentisini satın aldı. Yurt dışı tarafın seyri açısından yarın FEDden gelecek faiz kararı önem taşıyor. Faiz artırımlarına ara verileceği beklentisi gerçekleşirse bunun hisse senetlerine olumlu yansıması beklenebilir. Yurt içi tarafta da bugün temkinli bir seyir bekliyoruz.,akbank_21.03.2023_44.txt,0,0,neg,akbank,2023-03-21,-1.6,1,1.6
"Fed toplantısı öncesinde temkinli eğilim sürüyor. Küresel tarafta bankacılık  sektörüne ilişkin kaygılar kısmen azalsa da, risk iştahındaki kırılganlık devam ediyor. Son gelişmelerin  Fed'in 22 Mart tarihindeki toplantısına nasıl bir etki yaratacağı yakın vadede takip edilen öncelikli  gündem maddesi. Öncesinde temkinli görünüm korunmakta. BİST tarafında 15 Şubat tarihinden bu  yana ilk kez 5000 seviyesi altında kapanış (4975) gerçekleşti. Son geri çekilme kısa vadeli görünümde  BİST-100 endeksinde tepe formasyonu riskini artırdı. Olası tepki yükselişlerinde 5100-5200 bandı  aşılmadığı takdirde 4950-4880 ve 4690 desteklerine yönelik baskıyı gündemde tutabilir. Günlük  bazda 4950-4880 aralığının dengelenme noktası olabileceğini ve bu bölgede tepki alımlarının  gelişebileceğini öngörmekteyiz.",garanti_21.03.2023_44.txt,0,0,neg,garanti,2023-03-21,-1.6,1,1.6
"Seans içi yükseliş denemelerinin zayıf kaldığı piyasada, aşağı baskı sürüyor... Endeksin kısa vadeli teknik yapısı içerisinde kritik direnç noktası olarak izlediğimiz 5,500 seviyesinin oluşturduğu aşağı baskı devam ediyor. Bu kapsamda haftanın ilk işlem gününde -% 3.13 oranında değer kaybının gerçekleştiği BIST 100 Endeksi'nde, seans içi yukarı atakların zayıf kalmaya devam ettiğini gözlemliyoruz. Son dönemde hareket aralığı olarak aldığımız 5,000/5,500 bandının alt seviyesini test eden piyasada, henüz kısa vadeli taban oluşumuna yönelik bir sinyal bulunmuyor. Bu kapsamda gün içerisinde 5,000 seviyesini önemli olacağını düşünüyoruz. 5,000 altındaki olası hareketlerin ise 4,700 hedefiyle satış bakısını derinleştirebileceği riskini göz önünde bulundurduğumuz piyasada, yukarı ataklarda ilk önemli direnç noktası olarak 5,050 seviyesini alıyoruz. Endekste son iki işlem gününde artan satış baskısının ardından tepki yükselişine yönelik bir hareket oluşabilmesi için 5,050 ara direncinin aşılması gerekiyor. ",yapikredi_21.03.2023_27.txt,0,0,neg,yapikredi,2023-03-21,-1.6,1,1.6
Küresel çaptaki endişeler ve zayıflayan risk iştahının etkisiyle geçen hafta satıcılı bir seyrin etkili olduğu ve haftalık kapanışın 50 günlük basit hareketli ortalama altında gerçekleştiği BIST-100 Endeksinde teknik görünümdeki zayıflama devam ediyor. Dün de satıcılı seyrin etkisini sürdürdüğü endekste psikolojik bir seviye olan 5.000 puan altında bir kapanışın yaşandı. Endekste tepki hareketlerinde ilk olarak 5.000 puan üzerinde tutunmanın teyidi ile devamında 5.078 - 50 günlük ortalama (5.170) ve 5.200 seviyeleri direnç olarak takip edilecektir. Bu seviyeler aşılabilirse toparlanma çabasının güç kazandığı görülebilir. Ancak 5.000 puan altında kalındığı sürece satış ağırlıklı bir fiyatlama öne çıkabilir. Bu durumda 4.870  4.750  4.690 ve 4.601 seviyeleri destek konumunda bulunmaktadır.,gedik_21.03.2023_45.txt,0,0,neg,gedik,2023-03-21,-1.6,1,1.6
Yurt dışı taraf FED kararının açıklanmasına saatler kala nispeten iyimser bir modda ve geçtiğimiz günlerin kayıplarını tamamlamaya çalışıyor. Buna karşılık BISTin olumsuz ayrıştığını ve satış baskısının sürdüğünü görüyoruz. Bu eğilimin bugün de devam etmesini bekliyoruz.,akbank_22.03.2023_43.txt,0,0,neg,akbank,2023-03-22,1.41,-1,-1.41
"Kısavadeli düşüş trendi sürüyor... Endeksin kısa vadeli teknik yapısı içerisinde kritik direnç noktası olarak izlediğimiz 5,500 seviyesinin oluşturduğu aşağıbaskı devam ediyor. Bu kapsamda haftanın ikinci işlem gününde -% 1.38 oranında değer kaybının gerçekleştiği BIST 100 Endeksi'nde, seans içi yukarı atakların zayıf kalmaya devam ettiğini gözlemliyoruz. Son dönemde yakından izlediğimiz 5,000 desteğinin altına gerileyerek günü 4,906 puandan tamamlayan piyasada, henüz kısa vadeli taban oluşumuna yönelik bir sinyal bulunmuyor. Bu kapsamda başarısız yükseliş denemelerinin ardından devam eden kısa vadeli düşüş trendi içerisinde 4,700 seviyesini yakından izlemeyi sürdürüyoruz. Seans içi yukarı ataklarda ise 5,000 seviyesini artık ilk önemli direnç noktası olarak izliyoruz. Endekste son günlerde artan satış baskısının ardından tepki yükselişine yönelik bir hareket oluşabilmesi için 5,000 ara direncinin aşılması gerekiyor. ",yapikredi_22.03.2023_26.txt,0,0,neg,yapikredi,2023-03-22,1.41,-1,-1.41
BİST-100 endeksinde zayıf kapanışlar sonrası satış barları kısalmaya başlayabilir.  Endekste devam eden zayıflık ve yatay işlem bandı içinde olası tepki alımlarının devamı noktasında  ise direnç bölgeyi 4950-5000 bölgesi olarak izlemekteyiz. Aksi halde seçim takviminin de yaklaşması  ve geri çekilmelerin erken başladığı hisse ve sektörlerde dengelenme ve tepkisel ataklar gözlenebilir.  Yatay başlangıç sonrası gün içi 4850 üzerinde kalma çabaları görülebilir.,garanti_22.03.2023_43.txt,0,0,neg,garanti,2023-03-22,1.41,-1,-1.41
BIST-100 Endeksinde yurt dışında son günlerde gözlenen toparlanmaya karşın satıcılı seyir etkisini sürdürüyor. Psikolojik öneme sahip 5.000 puan altında kapanışların yaşandığı ve teknik görünümün zayıflama kaydettiği endekste gün içi volatilitedeki artış da dikkat çekiyor. 5.000 puan altında kalındığı sürece satıcılı seyrin devam edebileceği endekste 4.870  4.800  4.750 ve 4.690 seviyeleri destek konumundadır. Toparlanma çabasında ise 4.950 ve 5.000 seviyeleri ilk direnç noktalarıdır. 5.000 puan üzerinde tutunma sağlanabilirse 50 günlük ortalama (5.155) ve 5.200 seviyeleri test edilebilir. Endekste yeniden alımların güç kazanabilmesi için ilk olarak 5.000 ve devamında 5.200 seviyesi üzerinde tutunma sağlanmalıdır. Aksi halde endekse karşı temkinli yaklaşılması faydalı olacaktır.,gedik_22.03.2023_44.txt,0,0,neg,gedik,2023-03-22,1.41,-1,-1.41
"Tepki yükselişi için 5,000 direnci aşılmalı... Endeksin kısa vadeli teknik yapısını incelediğimizde, 9 Mart tarihinde 5,500 direnç noktasında başlayan aşağı hareketin devam ettiğini gözlemliyoruz. Son iki işlem gününde yaşanan seans içi satış baskısını 4,890 üzerinde karşılamaya çalışan piyasa, Çarşamba gününü %1.92 oranında değer artışıyla 5,001 puandan tamamladı. Böylece son dönemde yaşanan satış baskısı kapsamında taban oluşumuna yönelik ilk önemli sinyalin oluştuğunu düşünüyoruz. Bu kapsamda tepki alımlarını sürdürme çabasıyla güne başlayacak olan piyasada, seans içerisinde 5,000 seviyesini ilk önemli direnç noktası olarak izliyoruz. Endekste son günlerdeki satış baskısının ardından tepki yükselişine yönelik bir hareket oluşabilmesi için 5,000 ara direncinin aşılması gerekiyor. Bu durumda ilk etapta 5,050 olmak üzere 5,300 ve 5,500 dirençlerini hedefleyecek bir yükseliş gündeme gelebileceğini düşünüyoruz. Geri çekilmelerde ise 4,890 ilk, 4,700 ise ana destek konumlarını sürdürecektir. ",yapikredi_23.03.2023_25.txt,0,0,neg,yapikredi,2023-03-23,1.3,-1,-1.3
Küresel risk iştahındaki zayıflamanın etkisiyle geçen hafta başından itibaren satıcılı bir seyrin etkili olduğu ve teknik görünümün zayıflama kaydettiği BIST-100 Endeksinde dün toparlanma çabası öne çıktı. Kapanışta hız kazanan alımlarla psikolojik önem sahip 5.000 puanın hemen üzerinde kapanış yapan endekste kısa vadede bu seviye üzerinde tutunmanın devamlılığı takip edilecektir. 5.000 puan üzerinde 50 günlük basit hareketli ortalama (5.145) ve 5.200 seviyeleri kısa vadeli direnç konumundadır. 5.200 üzerindeki kapanışlarda yeniden 5.350 seviyesine doğru bir fiyatlama yaşanabilir. Ancak 5.000 puan altına yeniden sarkılması ve satışların etkili olması durumunda ise 4.950  4.890  4.840 ve 4.770 seviyeleri destek olarak izlenebilir.,gedik_23.03.2023_43.txt,0,0,neg,gedik,2023-03-23,1.3,-1,-1.3
"Merkez bankaları ön planda. Hazine Bakanı Yellen ve Fed Başkanı Powell'dan gelen  beklenenden daha şahin açıklamalar piyasalarda oynaklığı artırdı. Bugün ise Fed bilançosu, özellikle  ABD bankacılık sektörüne ilişkin beklentiler açısından takip edilecektir. Lokal tarafta takip edilecek  başlık Para Politikası Toplantısı, konsensus beklenti bir değişim olmaması yönünde. 4880-4950  aralığını kısa vadeli dengelenme bölgesi olarak izlediğimiz BİST-100 endeksinde, destek bölge  üzerinde tepki alımları görmekteyiz. 5050 ve 5100-5120 direnç bölgeleri altında sınırlı kar satışları  gündeme gelebilir. Ancak olası düzeltmelere karşı söz konusu destek seviyelerin ön planda kalmasını  bekleriz.",garanti_23.03.2023_42.txt,1,1,pos,garanti,2023-03-23,1.3,1,1.3
"BIST-100 günü %2ye yakın artışla 5.000 seviyesinin üzerinde kapattı. Artışa en büyük katkı havacılık, petrokimya, cam ve oto hisselerinden gelirken, gübre şirketlerinin de yüksek getiriler sağladığı dikkat çekti. Buna karşılık, perakende ticaret ve gıda hisseleri genel yükselişe iştirak etmedi. Dün yurt dışı tarafta ise FEDin faiz kararı önemliydi. FED beklentiye paralel 25 baz puanlık artış yaptı. Ancak hisse senedi endeksleri ABD Hazine yönetiminden gelen bankalardaki mevduatın tümüne sigorta sağlanmayacağı haberine olumsuz tepki vererek günü ekside kapattı. Günü artıda kapatan Türkiye ETFi de kapanış sonrası işlemlerinde kazançlarından çoğunu geri vererek eksiye geçti. Piyasanın dünkü alımların ardından yatay bir seyir izlemesini bekliyoruz.",akbank_23.03.2023_42.txt,0,0,neg,akbank,2023-03-23,1.3,-1,-1.3
